[[[0.13257372516595703], [0.131218797190335], [0.04143785705677632], [0.09382035224757886], [0.09630270725833656], [0.09048498938172671], [0.0697734893959214], [0.1740575157829404], [0.10836386706302084], [0.16220063977332358], [0.07723405385952119], [0.05752812954756607], [0.10528991115679139], [0.07747053583530174], [0.19560583849334048], [0.1098169139675648], [0.14610396540042417], [0.09103056911506006], [0.08695754776959455], [0.09876354329583456], [0.11422869046304068], [0.13398347380379289], [0.09511383939553267], [0.07276593703930731], [0.05728493694053779], [0.09693282549177074], [0.12291850903827026], [0.11831788305238967], [0.09928729803784245], [0.07599444803057548], [0.10587061053547558], [0.1228721951545996], [0.09852729373931891], [0.10449473955168877], [0.09397982697398194], [0.13661997072250293], [0.08247198930645326], [0.10742142483866222], [0.11577712120048451], [0.12902090233014235]], '|', 4, 0.0015714285714285715, 1.3900000000000001, 0]
[[[0.15983539063537905], [0.1270181523681685], [0.12396852941837035], [0.041190516439147465], [0.12425615777215349], [0.19174870449428713], [0.06679956057729305], [0.05921920602377135], [0.0914138463109591], [0.14084992504395605], [0.12099001969187297], [0.08091503174122672], [0.09856039273091236], [0.14148155927095632], [0.12690478992485918], [0.1971550787809192], [0.14022746721244866], [0.11414268864010517], [0.12458905103309795], [0.0860406323633779], [0.06088907993868132], [0.10687828528670364], [0.11962244175238557], [0.04418867899738692], [0.07910574139457219], [0.08522976392684127], [0.11062569610057141], [0.08958135764538482], [0.11780386841378289], [0.10392448984887966], [0.1424131003662723], [0.03155329361502028], [0.16628498552171705], [0.15670696051997443], [0.10201268344588542], [0.12601292857009386], [0.12426193601653181], [0.07050841488960272], [0.10658660263396827], [0.13112696716398267]], '|', 1, 0.0015714285714285715, 1.3890000000000002, 0]
[[[0.11239267034429955], [0.14205283071395006], [0.10379984440276646], [0.10323003954492081], [0.06928785015901759], [0.08541847801173451], [0.08161129275847728], [0.1682193407102177], [0.10962022208589449], [0.06002293994567282], [0.1159439355264575], [0.09231985213475823], [-0.022150575217052215], [0.1191940948461527], [0.03789204867292657], [0.12313857681024969], [0.0615494560387796], [0.041667021584273836], [0.11977366603929515], [0.04023224938901262], [0.0821320318609152], [0.10817509579684653], [0.12448930092512213], [0.1297953814576261], [0.09854874845785191], [0.06670418609245243], [0.17695261703883702], [0.07576074717845609], [0.1721435592594599], [0.08189900106863898], [0.1464514277336723], [0.14279862155800532], [0.05817863010492422], [0.11421138028024919], [0.1302156811676342], [0.12803928486092978], [0.09204250198864417], [0.1120784018162458], [0.0842124127601777], [0.0531274648311551]], '|', 4, 0.0, 0.0, 0]
[[[0.13936048947760965], [0.07761274312325772], [0.1551903276642487], [0.1240980360495844], [0.06429413305948464], [0.09355206721835051], [0.08854460338419305], [0.06516449401392155], [0.12005718359573321], [0.08085543704555262], [0.1652676605452319], [0.1344356496407372], [0.06479243741833682], [0.09923997913810734], [0.09092959231321665], [0.037419685847552134], [0.13725022715072477], [0.1379923526084532], [0.13702004858809544], [0.0817204856962585], [0.14275943886475673], [0.09160988258309784], [0.137405911183643], [0.17250111260470163], [0.10560439525219012], [0.04323404891422052], [0.08732395213886615], [0.12563943465534028], [0.14879497516122486], [0.05464831858425688], [0.09237806809354193], [0.10933356505040488], [0.11739993297051365], [0.13641694412012337], [0.06206241374184813], [0.08306086811097857], [0.14031865910402314], [0.11569339644497231], [0.1179352260312675], [0.14501293994657016]], '|', 4, 0.0, 0.0, 0]
[[[0.10416213558836358], [0.12112013688287346], [0.08741744552330852], [0.04619959918926499], [0.048189684588756505], [0.10297282214730527], [0.09201757128015134], [0.07381587325900088], [0.11272057185676676], [0.06438913791567004], [0.10445349065531881], [0.09921909766718907], [0.06640044341551012], [0.00807176477848591], [0.1582610954589111], [0.11266548942815831], [-0.006565037570485571], [0.08294285529465911], [0.11575150924997275], [0.09087437237198176], [0.12321320450412918], [0.061069296590030395], [0.10700670916872275], [0.09786065229059375], [0.09267752052152106], [0.09115884392846658], [0.10799038220770511], [0.13730885654752367], [0.07879520799199793], [0.08371039903952276], [0.10642259966970047], [0.09519400097485005], [0.11542409169377302], [0.12873162943017372], [0.15164755611403505], [0.09534223406913345], [0.008908080133585364], [0.09721501842179484], [0.11415481707531362], [0.09252179933869002]], '|', 4, 0.0, 0.0, 0]
[[[0.09387055352931634], [0.002699659494115464], [0.12031937346461519], [0.08703870683919973], [0.039556935683591886], [0.0651431173762017], [0.06540680234137651], [0.1243499632936681], [0.12246552386093623], [0.16059001529929007], [0.12591699249251673], [0.045934024587293024], [0.04363162894111234], [0.14522901418116524], [0.16266744804384578], [0.09049007607418547], [0.12235211952740446], [0.0398043486488195], [0.022243129666728492], [0.053039052938286244], [0.08571249897587935], [0.07914494458367849], [0.09079543746194932], [0.0803594226920356], [0.12717204579798652], [0.1571018780530938], [0.10144789851041743], [0.18119989949761847], [0.07462381158796616], [0.07899586424244243], [0.11550938650971801], [0.08580804951957303], [0.14708209023106567], [0.07435568739208444], [0.15290775940434562], [0.10776700065175109], [0.2026181112286712], [0.08143540377407177], [0.09189224369170151], [0.10582607269145951]], '|', 3, 0.0015714285714285715, 1.3850000000000002, 0]
[[[0.01275888131672201], [0.12409060510154152], [0.11923384453060676], [0.10437273455621741], [0.038224168744532064], [0.038137558401253706], [0.1234647407440338], [0.1470071475022942], [0.16377858527288885], [0.06418233904200323], [0.058768078889648655], [0.08912244801261798], [0.02097079432504652], [0.07644275295825023], [0.13407158550061266], [0.1653841000547766], [0.11116621814538656], [0.16562214594221078], [0.11643491751996285], [0.10765455660555681], [0.09314235250089867], [0.10747748183087982], [0.08980588211024444], [0.09436356990439368], [0.07352432660241309], [0.11036127607168016], [0.10057793660071146], [0.04081679861535551], [0.09037197992992055], [0.06577314430422006], [0.018071981650368982], [0.11935534597365294], [0.16234753018089526], [0.19478920756259618], [0.16249678117971855], [0.06516793789567757], [0.14700979970832218], [0.14479596014224555], [0.020486818744215124], [0.134451540615658]], '|', 2, 0.0, 0.0, 0]
[[[0.12508708141566102], [0.10651233001227167], [0.11154466862707221], [0.10233229530976337], [0.16527743394620115], [0.08392844664672452], [0.09200242427114882], [0.10029555934824735], [0.11102656300600289], [0.029470007960350736], [0.15551895238195862], [0.10904799027372628], [0.12276498383299116], [0.10789263966991162], [0.09254234914864463], [0.08579033946012153], [0.10384456569358083], [0.10608209363733717], [0.14621047021672604], [0.11384230985138696], [0.09466045322535757], [0.17946260443769602], [0.04882295374745911], [0.046391632963859966], [0.11418408208451312], [0.09150506858037519], [0.02901616047100665], [0.08751081354488752], [0.07157376917276868], [0.1452451440169985], [0.0751499291827902], [0.14202458595469092], [0.11839126800840737], [0.09174676351820481], [0.10084687314352596], [0.11714634958535546], [0.007678459454868017], [0.1130827363027747], [0.08483521556796646], [0.1719167746555245]], '|', 2, 0.0015714285714285715, 1.3830000000000002, 0]
[[[0.07234924172951351], [0.14570255680020888], [-0.0005969849762311324], [0.13258500059937156], [0.11104411015693101], [0.09011934036457059], [0.09516442758054655], [0.08957757637510595], [0.11692012838333105], [0.09463005741478726], [0.028490491663286308], [0.09256756572878685], [0.18938886950503545], [0.10187384819433205], [0.11163151785874822], [0.08247781970049506], [0.10696217864646915], [0.10711782231846444], [0.08955192322173954], [0.1345305359574966], [0.06307688171662681], [0.09479219167193298], [0.12020215009168392], [0.08931983282632341], [0.051044813976990205], [0.12233056874270551], [0.06071356167885324], [0.08210767352986491], [0.06687409643246904], [0.09557086343835607], [0.08282456107147948], [0.08101640531682368], [0.12723915709256206], [0.17050435605666592], [0.08569943143923948], [0.1209062069639249], [0.08578346038031434], [0.10395768984129986], [0.14511005379800918], [0.10201172956108195]], '|', 0, 1.0, 0.4357310043165117, 1]
[[[0.06737810595181015], [0.07080293550849442], [0.07533014299755333], [0.09946783114770012], [0.13432045808364323], [0.045648126355922816], [0.05850843322580061], [0.06301835153695809], [0.030023783130831108], [0.15303690733953929], [0.09854485424943622], [0.17603117278895303], [0.04302665299275993], [0.151767292530367], [0.07193405871344145], [0.08370521259302463], [0.0604414217163385], [0.062005445620493635], [0.047050183550857834], [0.10865331830481897], [0.047431958698927114], [0.09032792538708509], [0.09963193823026402], [0.12666442741624442], [0.1040156688959819], [0.11285303333850351], [0.1205764624226529], [0.09930996538961132], [0.11453391674297062], [0.060811192342200816], [0.0689811826118431], [0.17590043228557403], [0.0995306314249377], [0.07157997301332181], [0.15519519604283788], [0.09372629557940927], [0.07414035892864024], [0.04204033805911819], [0.13117967464208846], [0.05654796371156433]], '|', 4, 0.0, 0.0, 0]
[[[0.07843869679919852], [0.1257639995177174], [0.10734534297032483], [0.09654292504632768], [0.09144048873753888], [0.14583709416537288], [0.18921096591206718], [0.07804956683390459], [0.12275616362010865], [0.1771520122141647], [0.1431622821980292], [0.07252673496886443], [0.08277277491704205], [0.07608125829999046], [0.06346226361380908], [0.07504379389325351], [0.11047501915761362], [0.07651883979380784], [0.13504799450601435], [0.10493021854291172], [0.08411497268575432], [0.13544359680827966], [0.11275887302881843], [0.11059470503143083], [0.14160153818137922], [0.1229306179410016], [0.09564406132647829], [0.13750219371470987], [0.11237271208818647], [0.21669235051492436], [0.14394754004188481], [0.1461285048549889], [0.15163973486513957], [0.10319358445025147], [0.15251581646118914], [0.10093428110278631], [0.0667530638725839], [0.07744054166359374], [0.12111802217330159], [0.03755520437365251]], '|', 3, 0.0015714285714285715, 1.3800000000000001, 0]
[[[0.10833411685817007], [0.0708659965821051], [0.12872865530247415], [0.0701530515737061], [0.17489213049101307], [0.13071272515963453], [0.049245641633048], [0.1703503740033534], [0.09090989962558621], [0.07090095561120796], [0.059048027346952046], [0.12271058958622613], [0.16018087466658687], [0.07686292109873419], [0.06009516632647789], [0.05441199647868865], [0.15985621245440856], [0.166829168868437], [0.08606115439522809], [0.1215082034976355], [0.09988378198897835], [0.09757478790883031], [0.13856090528869675], [0.11763824002721775], [0.1131795986704591], [0.08829684258560368], [0.13262401438843513], [0.08871976390356158], [0.10199689952271426], [0.10877909975101746], [0.051953773789862], [0.08803620132955424], [0.08749587945339714], [0.10404812345993278], [0.055527276368979146], [0.05253793196219965], [0.16493848413172346], [0.1462577442557459], [0.13556157426808413], [0.1729927514635995]], '|', 2, 0.0015714285714285715, 1.3790000000000002, 0]
[[[0.11678380950198239], [0.09635685060291282], [0.1192870299373384], [0.02482852034199326], [0.056076674183158745], [0.13034548252085795], [0.10130461932626707], [0.048894546596750604], [0.12634147486239183], [0.13995606595973126], [0.12671518245457342], [0.09878812882244753], [0.06655802079790461], [0.10430379752674061], [0.11707697315302737], [0.08565644809338782], [0.12412143640506797], [0.11257727735009884], [0.11332458201885996], [0.018698408447136494], [0.1432437197208437], [0.16897566879807552], [0.08390129501721535], [0.040924040752580756], [0.12555717277679235], [0.08137361070264668], [0.061319505159671606], [0.14870865023501412], [0.044664825900553436], [0.12869714488148232], [0.05009063516376718], [0.15849071931101896], [0.12066209864169486], [0.08970420013972681], [0.1059747983245955], [0.1232834954993337], [0.13319577509724448], [0.13311165713168926], [0.12186921063665705], [0.08090473351069356]], '|', 3, 0.0015714285714285715, 1.3780000000000001, 0]
[[[0.12656318190109495], [0.047547024719620266], [0.14016372418405965], [0.13492023349262128], [0.1557632417000172], [0.07644881571325918], [0.10744846793878415], [0.13433144003528832], [0.11271431516409025], [0.08293330863846189], [0.11229324268188233], [0.1027212813867365], [0.1398281576564202], [0.07486149788980836], [0.1135795122227595], [0.11171724502722286], [0.13029312497188253], [0.09708431019152497], [0.10509258542288355], [0.09716201300396567], [0.10136263450215408], [0.10033436651029932], [0.08693021794472972], [0.21309199176238602], [0.06624354048248787], [0.05306360374671623], [0.068174935488435], [0.0715978980402779], [0.10045746284621666], [0.1572373119137055], [0.16753535131980024], [0.10949297455852776], [7.149142961347665e-05], [0.11537437412298636], [0.04757381737498424], [0.0799719369924997], [0.05401108847435432], [0.1170249031844415], [0.07493570221611792], [0.130884787097628]], '|', 3, 0.0, 0.0, 0]
[[[0.11909209585567537], [0.09039721732988837], [0.10322241482408354], [0.13669679065608964], [0.08511472336495511], [0.13662475541972935], [0.0992273597324968], [0.11077589811219446], [0.13196963484542082], [0.15326130094315715], [0.12083248795510955], [0.10233487535851987], [0.12882743739048677], [0.038182094503208246], [0.16555846412615843], [0.04698034937220055], [0.13614837732871826], [0.07743344277818469], [0.12029006338157491], [0.09533730303773018], [0.11214359036275108], [0.06796851841732932], [0.013574879828013281], [0.11626622597394154], [0.07597982645502872], [0.07405456929593693], [0.07098707452871804], [0.1793764499554049], [0.07671230247494669], [0.11307251916476221], [0.053582272245222516], [0.1609238685571194], [0.07774928125534931], [-0.004025672364523808], [0.20847799495580627], [0.05607405469771125], [0.15235729337126006], [0.12932290242169786], [0.12608718543260114], [0.09074060678516684]], '|', 1, 0.0, 0.0, 0]
[[[0.10756795007300395], [0.1489574403566759], [0.08796277135202402], [0.1100523852834511], [0.13713160859700269], [0.10333555348943638], [0.08300067219606169], [0.1580671563327174], [0.11366754395491549], [0.09499309341651886], [0.06896420704112534], [0.05977611112176104], [0.13575136421524164], [0.13797072344933525], [0.013171557636917186], [0.07538033442296979], [0.13859552547478504], [0.1969722647705806], [0.18601415230371582], [0.13767464700968501], [0.15493329820504445], [0.07890322172131997], [0.1309813809411592], [0.05051341196274484], [0.07752494614924564], [0.11283884333075063], [0.18671748280200628], [0.1299185331735133], [0.11095308362666276], [0.09319665749256606], [0.04710228114631001], [0.12411452009149378], [0.08603625213667074], [0.10956178822521781], [0.06442676344101939], [0.10485019814814314], [0.03851884532241751], [0.12015624876758811], [0.15278903647887704], [0.13655803259516466]], '|', 1, 0.0015714285714285715, 1.3750000000000002, 0]
[[[0.18455295036477776], [0.11298214063716294], [0.12021453766050218], [0.12059459351423377], [0.064810807935511], [0.18612933877051813], [0.13954312337634397], [0.09028694314103267], [0.06388673029984873], [0.12326037132965825], [0.1343019021436158], [0.10551539471639311], [0.10744298068453415], [0.09247532666276134], [0.09989010417088107], [0.15340565310874527], [0.15602471543218763], [0.03999292466020832], [0.10555515498144685], [0.05183594601321189], [0.046572181932055666], [0.12343811146078026], [0.06633722648094044], [-0.02613429800764197], [0.12580610612514315], [0.15128567320357283], [0.18155108558314242], [0.08414826832629428], [0.1578178123205159], [-0.00484046543231996], [0.05826401572385255], [0.12075877485633384], [0.1188613707234914], [0.1528167165092728], [0.13826757958528252], [0.09673719921393202], [0.1611699145360574], [0.12745930560526583], [0.16868354932225293], [0.06782892029107145]], '|', 3, 0.0, 0.0, 0]
[[[0.11201014705280754], [0.08281617304398699], [0.13223653229354362], [0.09121791331623338], [0.08992591210999668], [0.04694041408892848], [0.11232816535345598], [0.14461957496379232], [0.1403278244364105], [-0.02064127940837196], [0.035214172247173756], [0.1802056210218637], [0.09249494603555096], [0.094042350834221], [0.14661341764556832], [0.10786581179867619], [0.07469639430441721], [0.09160612205892327], [0.17588642749543526], [0.0447443538751252], [0.15204899350916645], [0.08750431539234255], [0.08915085139518955], [0.1745165235909389], [0.07428505620321471], [0.13340233461444595], [0.08547786196821232], [0.04271731895404369], [0.09335920521221343], [0.14675705497311486], [0.09256431289511019], [0.12197687307920714], [0.10754213261120651], [0.10187325431989766], [0.08330008709063343], [0.10527129202070094], [0.01868426192000805], [0.08206713377500184], [0.027842254987363896], [0.11078795387239082]], '|', 4, 0.0015714285714285715, 1.3730000000000002, 0]
[[[0.11418641945583681], [0.06815739002018684], [0.1320523043382973], [0.11583322204544592], [0.11174288348993028], [0.08554384557859442], [0.11891172014738961], [0.1421682814254307], [0.07358227236959385], [0.06732622296559239], [0.14756043028233562], [0.0072628608925037474], [-0.004691603775517417], [0.02741091649730948], [0.10726964119318122], [0.10609496829275619], [0.11986020153433116], [0.10303909161690888], [0.16149519230923992], [0.1630313378344866], [0.14636042555451825], [0.05376798914049859], [0.11454311543961777], [0.06535189277196232], [0.07997158537625894], [0.059065511940526096], [0.10042849706510927], [0.12176496334350213], [0.10314768199362745], [0.0522652523854829], [0.03895859248069588], [0.06951660779019472], [0.06889446570496213], [0.1313709266842834], [0.08722876565006724], [0.09245334644379527], [0.09372259732068702], [0.1438739259142457], [0.16544460488639812], [0.11708234148696718]], '|', 4, 0.0, 0.0, 0]
[[[0.09006776667252307], [0.15610006105142563], [0.11752965572070131], [0.08315612459736746], [0.1404229484519016], [0.10828919784046001], [0.04263877084191662], [0.12507625223881186], [0.11199300807101163], [0.025734343111037325], [0.013958273791841683], [0.1054520402148109], [0.12733425018317077], [0.12434320200510786], [0.045560809043817756], [0.08611960203553659], [0.12666359676114355], [0.03856991164832434], [0.10341131928716586], [0.10853317077590618], [0.13695023876255863], [0.0018443227867493], [0.10579949308004426], [0.18072487409361454], [0.07515170644835702], [0.08735042689471119], [0.13815968920873395], [0.06947429595669294], [0.146278195383921], [0.12162132644978449], [0.03703706299465065], [0.10402373670718904], [0.04164072164052088], [0.1381019127372598], [0.03277302108914752], [0.027529851411234457], [0.054507823549035495], [0.0678770933538609], [0.15259763150072106], [0.09926969859303812]], '|', 1, 0.0015714285714285715, 1.3710000000000002, 0]
[[[0.11164018169481565], [0.14299598994180415], [0.07208760399493078], [0.07686697131920858], [0.06610189848601153], [0.13139618589549493], [0.1653310483831615], [0.11034969977249058], [0.07506880025153934], [0.0791855589145322], [0.05550742839174368], [0.12924581478234254], [0.05748284950510596], [0.08981467738137591], [0.05324154620803067], [0.02402147601514197], [-0.001598216132226979], [0.06440153958715852], [0.10872313991144678], [0.08728737734740874], [0.09105700450179119], [0.05714480478453197], [0.06273273751361454], [0.057291906284225806], [0.10844934644640158], [0.18190619348574233], [0.09454509960974004], [0.04522878379146701], [0.15090493325177978], [0.0600573434084318], [0.12230130565509284], [0.08229378361319388], [0.10324332823191704], [0.2373065372718224], [0.07009894925681598], [0.07653278241210176], [0.11500941804410304], [0.09912212944674911], [0.08375716395218047], [0.0724636982732563]], '|', 2, 0.0, 0.0, 0]
[[[0.12361975464801223], [0.1430950627050553], [0.06191663713404719], [0.054542675947292174], [0.17319624952188628], [0.042993753109504804], [0.12861333796419094], [0.11756509492875208], [0.05588121804302512], [0.13037974371980376], [0.05587134614907655], [0.05641795606147833], [0.04441799046117935], [0.1333713282100703], [0.08202616609790428], [0.14341005281479777], [0.06759439877425164], [0.12458650344501425], [0.15629642378631553], [0.0965594594762745], [0.05498189014999205], [0.08629716230750485], [0.1502694988352533], [0.12956375344970494], [0.0845604762588502], [0.03022510501784431], [0.12862147140226876], [0.165236250163215], [0.1659437630820434], [0.11731160798538155], [0.09235883314401569], [0.0685551491903933], [0.07709592730757465], [0.0340099878394131], [0.1853820623565066], [0.09892142442867881], [0.1953762055387151], [0.09702010338507253], [0.035267282735600966], [0.1744626040910996]], '|', 4, 0.0015714285714285715, 1.3690000000000002, 0]
